transaction_id,amount,failure_reason,attempt_number,risk_score,risk_level,root_cause,cause_category,root_cause_confidence,recovery_probability,recovery_direction,decision,decision_confidence,decision_reason
TXN_002738,2502.87,bank_timeout,1,0.432,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6775,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002740,4244.14,authentication_failure,1,0.6116,HIGH,Payment authentication failed,AUTHENTICATION,0.88,0.5256,customer_action,send_reminder,0.86,Customer action is required before another payment attempt.
TXN_002745,1808.72,authentication_failure,1,0.5402,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.448,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_002749,830.03,bank_declined,2,0.4165,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.1856,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002752,9089.12,expired_card,1,0.6012,HIGH,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.3298,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002768,3523.45,bank_timeout,1,0.6703,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.801,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002769,2246.5,bank_declined,1,0.5971,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.489,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002770,5304.19,network_error,2,0.4557,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.3528,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_002771,2911.63,bank_declined,1,0.5625,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4477,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002776,10028.73,insufficient_funds,2,0.4136,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.0905,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002779,316.45,bank_declined,1,0.5366,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4757,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002780,1880.31,authentication_failure,1,0.6606,HIGH,Payment authentication failed,AUTHENTICATION,0.88,0.6476,customer_action,send_reminder,0.86,Customer action is required before another payment attempt.
TXN_002781,2157.87,bank_declined,1,0.578,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.5034,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002784,3573.57,insufficient_funds,1,0.5079,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2772,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002785,2257.42,network_error,1,0.6572,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8424,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002786,5229.04,bank_timeout,2,0.4558,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.3717,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_002787,3272.96,network_error,1,0.5761,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7649,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002789,2754.86,bank_timeout,1,0.5026,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7576,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002790,1304.95,bank_timeout,3,0.4726,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.95,0.4271,escalate,stop,0.96,Maximum automated retry threshold has been reached.
TXN_002796,1559.88,bank_timeout,1,0.6844,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8678,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002798,4484.6,network_error,1,0.682,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7804,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002801,7771.65,insufficient_funds,1,0.529,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2588,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002804,2197.9,network_error,1,0.5218,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.799,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002809,7352.34,insufficient_funds,1,0.5222,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2298,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002810,2335.96,insufficient_funds,1,0.5461,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2898,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002812,747.82,network_error,1,0.5728,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7327,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002815,4329.78,bank_timeout,2,0.4491,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.3965,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_002816,7094.74,bank_timeout,1,0.6437,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7944,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002823,7158.95,bank_declined,1,0.6468,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.5842,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002826,1856.68,bank_timeout,2,0.6019,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7017,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002828,1554.09,bank_timeout,1,0.5086,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6393,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002839,1772.38,insufficient_funds,1,0.4625,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2482,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002841,3984.76,bank_declined,1,0.6457,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.6507,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002844,1505.55,bank_declined,1,0.6543,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.6073,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002851,1065.38,bank_declined,1,0.5464,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4257,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002858,531.68,bank_declined,1,0.6308,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.609,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002860,1321.27,authentication_failure,1,0.6502,HIGH,Payment authentication failed,AUTHENTICATION,0.88,0.5594,customer_action,send_reminder,0.86,Customer action is required before another payment attempt.
TXN_002864,2029.47,authentication_failure,2,0.4392,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.2179,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_002866,2173.51,bank_timeout,2,0.3828,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.4161,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_002867,5531.83,insufficient_funds,1,0.5653,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2904,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002870,3879.56,bank_declined,2,0.5294,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.2543,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002871,1476.58,bank_timeout,1,0.6474,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8357,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002872,3199.3,bank_declined,1,0.6375,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.6062,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002873,2480.79,insufficient_funds,1,0.5113,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2154,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002877,2869.3,expired_card,2,0.542,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.1333,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002880,910.07,expired_card,1,0.6088,HIGH,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.3503,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002883,1060.17,bank_declined,1,0.5284,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4858,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002884,1872.17,bank_timeout,1,0.5818,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7752,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002886,2498.75,expired_card,3,0.3824,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.99,0.0334,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_002895,11056.23,bank_timeout,2,0.4494,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.4768,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_002897,1250.28,bank_timeout,1,0.5176,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6194,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002900,1835.77,bank_declined,2,0.4178,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.1476,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002904,3518.74,bank_timeout,1,0.6185,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8451,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002907,2240.43,network_error,2,0.5874,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.5346,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002918,3670.56,bank_timeout,2,0.5434,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.588,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002922,10457.96,bank_declined,1,0.5996,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.5697,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002923,2722.75,bank_timeout,3,0.5625,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.95,0.415,escalate,stop,0.96,Maximum automated retry threshold has been reached.
TXN_002925,21214.12,network_error,1,0.7028,CRITICAL,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7981,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002927,7735.33,bank_declined,1,0.6049,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.5537,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002928,1244.57,bank_declined,1,0.5454,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4709,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002932,897.98,bank_declined,2,0.5338,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.2629,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002939,2236.75,network_error,1,0.5818,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7109,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002940,2775.18,bank_declined,1,0.6037,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.5985,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_002941,2019.98,bank_timeout,1,0.4964,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6585,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002942,1009.74,insufficient_funds,1,0.4761,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.3578,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002943,2828.35,authentication_failure,1,0.4781,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.4239,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_002944,531.8,authentication_failure,2,0.5811,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.3284,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_002948,937.07,bank_timeout,1,0.5654,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7639,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002964,1918.34,network_error,1,0.6114,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7778,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_002965,6599.34,authentication_failure,1,0.5146,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.3537,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_002966,1867.13,network_error,2,0.625,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.6892,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002967,1550.97,authentication_failure,1,0.5844,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.4932,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_002973,2883.21,bank_declined,1,0.497,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.3763,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002975,6746.99,network_error,1,0.5552,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7147,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_002982,4179.03,insufficient_funds,1,0.5086,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2642,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_002984,9300.4,bank_timeout,3,0.3783,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.95,0.1715,escalate,stop,0.96,Maximum automated retry threshold has been reached.
TXN_002985,1252.19,authentication_failure,2,0.6129,HIGH,Payment authentication failed,AUTHENTICATION,0.88,0.3963,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_002992,5460.98,authentication_failure,1,0.4739,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.2682,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_002996,2307.28,insufficient_funds,2,0.4338,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.1013,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003001,2119.83,bank_declined,1,0.5452,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4198,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_003004,3657.69,network_error,1,0.598,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8276,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003006,3377.34,bank_timeout,2,0.4267,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.4774,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_003007,1194.15,network_error,1,0.4986,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.6342,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003010,1013.09,bank_declined,1,0.5942,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.5658,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_003011,2776.76,network_error,1,0.6591,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8242,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003013,600.7,bank_timeout,2,0.519,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6616,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003025,689.19,expired_card,2,0.3278,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.0756,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003028,4523.86,bank_declined,2,0.4204,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.1466,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003032,1508.84,bank_declined,1,0.4694,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.3005,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003034,738.19,bank_timeout,3,0.4666,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.95,0.4241,escalate,stop,0.96,Maximum automated retry threshold has been reached.
TXN_003048,7291.49,bank_timeout,1,0.62,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8023,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003050,6496.93,bank_timeout,1,0.5911,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7372,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003053,2442.08,bank_timeout,1,0.5881,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7961,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003055,3489.75,bank_timeout,1,0.521,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6992,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003059,3601.29,bank_declined,1,0.5521,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4518,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_003061,12005.21,bank_declined,1,0.6464,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.608,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_003064,1289.89,bank_timeout,1,0.489,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.654,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003071,4869.87,bank_declined,1,0.6028,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.4846,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_003074,3548.78,bank_declined,1,0.6103,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.6204,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_003075,1000.98,authentication_failure,2,0.5229,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.2322,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_003078,2056.33,authentication_failure,1,0.5723,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.5107,customer_action,send_reminder,0.86,Customer action is required before another payment attempt.
TXN_003086,5856.71,authentication_failure,1,0.513,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.3157,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_003087,1225.31,authentication_failure,1,0.5851,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.4941,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_003091,2979.65,network_error,1,0.5982,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8373,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003095,2679.17,authentication_failure,2,0.4261,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.1696,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_003097,506.52,bank_declined,1,0.5641,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4711,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_003098,660.41,bank_timeout,1,0.6946,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.89,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003100,1196.79,bank_declined,3,0.4485,MEDIUM,Bank declined the payment,BANK_DECLINE,0.94,0.1022,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_003105,4693.08,bank_timeout,1,0.5035,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6793,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003108,1835.6,network_error,3,0.4504,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.93,0.2512,escalate,stop,0.96,Maximum automated retry threshold has been reached.
TXN_003117,4834.44,bank_declined,3,0.5369,MEDIUM,Bank declined the payment,BANK_DECLINE,0.94,0.1684,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_003119,2590.5,bank_declined,2,0.5848,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.3089,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003120,20203.47,authentication_failure,1,0.7092,CRITICAL,Payment authentication failed,AUTHENTICATION,0.88,0.5933,customer_action,send_reminder,0.86,Customer action is required before another payment attempt.
TXN_003121,2538.84,insufficient_funds,1,0.403,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2016,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003122,1822.16,expired_card,2,0.5838,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.1721,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003126,5870.98,expired_card,1,0.5453,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.2573,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003134,877.71,authentication_failure,1,0.4844,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.2928,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_003135,837.77,authentication_failure,1,0.4802,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.3481,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_003136,8424.6,bank_timeout,2,0.6399,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6447,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003139,2261.79,insufficient_funds,1,0.4923,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.3451,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003142,3015.15,bank_timeout,1,0.5726,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.743,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003144,2630.21,bank_declined,1,0.6516,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.6242,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_003147,4405.42,bank_timeout,1,0.6229,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.765,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003148,2617.51,network_error,1,0.6969,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.857,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003151,2935.08,insufficient_funds,3,0.3957,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.97,0.038,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_003152,3229.04,bank_timeout,2,0.5227,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.4937,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_003153,5711.76,bank_timeout,1,0.5191,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.676,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003159,3584.84,bank_declined,2,0.603,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.3684,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_003163,1249.4,bank_timeout,2,0.6429,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7095,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003167,1326.82,bank_timeout,1,0.6137,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7685,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003170,6231.97,network_error,1,0.5815,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7222,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_003173,3107.48,network_error,1,0.5838,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7666,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_003176,1284.65,network_error,2,0.4748,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.4183,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_003184,4216.07,authentication_failure,2,0.4573,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.1494,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_003185,2046.55,authentication_failure,2,0.5963,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.3336,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_003188,2999.14,bank_timeout,1,0.6552,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8191,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
